-50.0,-65.0,10.0
-50.0,65.0,10.0
-25.0,28.0,10.0
-25.0,48.0,10.0
-24.40960693359375,25.643016815185547,10.0
-24.28864288330078,50.57051467895508,10.0 
-22.570512771606445,23.71135711669922,10.0
-22.356983184814453,52.40960693359375,10.0
-20.0,23.0,10.0
-20.0,53.0,10.0
-4.882916450500488,-37.557132720947266,10.0
-4.10589599609375,-21.988054275512695,10.0
9.0,-29.99690055847168,10.0
20.0,23.0,10.0
20.0,53.0,10.0
22.356983184814453,23.59039306640625,10.0
22.570512771606445,52.28864288330078,10.0
24.28864288330078,25.429487228393555,10.0
24.40960693359375,50.35698318481445,10.0
25.0,28.0,10.0
25.0,48.0,10.0
50.0,-65.0,10.0
50.0,65.0,10.0
